year,scenario,asset_id,category,condition,failure_probability,failure_consequence,cyber_physical_dependency,risk_score,maintenance_action_score,resilience_score,equity_priority,redundancy
3,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.008,1.731,64.413,21.66,25.662,49.736,60.667,88.0,38.0
3,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.822,0.0,49.11,15.66,18.754,47.21,67.148,74.0,55.0
3,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.206,7.559,63.077,18.66,28.1,49.036,57.414,68.0,32.0
3,Accountable resilient infrastructure,public_broadband_hub,digital,76.619,0.0,57.331,37.66,23.832,48.793,61.843,80.0,40.0
3,Accountable resilient infrastructure,hospital_access_corridor,transport,62.495,2.913,68.887,10.66,26.779,49.872,58.568,86.0,28.0
4,Accountable resilient infrastructure,bridge_north,transport,64.285,3.381,58.414,9.66,23.27,47.512,60.097,62.0,35.0
4,Accountable resilient infrastructure,water_main_east,water,58.594,9.047,67.746,12.66,29.953,50.367,56.211,82.0,25.0
4,Accountable resilient infrastructure,substation_7,power,70.383,1.234,63.657,28.66,25.824,48.626,61.339,70.0,42.0
4,Accountable resilient infrastructure,transit_signal_core,transport,72.373,0.0,52.626,31.66,21.585,46.858,62.669,58.0,48.0
4,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.913,10.959,67.774,17.66,31.514,50.354,55.314,76.0,30.0
4,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.01,1.73,64.413,21.66,25.662,49.736,60.667,88.0,38.0
4,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.763,0.0,49.11,15.66,18.754,47.21,67.135,74.0,55.0
4,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.274,7.533,63.077,18.66,28.086,49.033,57.433,68.0,32.0
4,Accountable resilient infrastructure,public_broadband_hub,digital,76.825,0.0,57.331,37.66,23.832,48.793,61.889,80.0,40.0
4,Accountable resilient infrastructure,hospital_access_corridor,transport,62.659,2.85,68.887,10.66,26.744,49.864,58.613,86.0,28.0
5,Accountable resilient infrastructure,bridge_north,transport,64.356,3.354,58.414,9.66,23.256,47.508,60.116,62.0,35.0
5,Accountable resilient infrastructure,water_main_east,water,58.741,8.991,67.746,12.66,29.922,50.36,56.251,82.0,25.0
5,Accountable resilient infrastructure,substation_7,power,70.478,1.198,63.657,28.66,25.805,48.621,61.365,70.0,42.0
5,Accountable resilient infrastructure,transit_signal_core,transport,72.467,0.0,52.626,31.66,21.585,46.858,62.69,58.0,48.0
5,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.892,10.967,67.774,17.66,31.519,50.355,55.308,76.0,30.0
5,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.013,1.729,64.413,21.66,25.661,49.736,60.668,88.0,38.0
5,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.703,0.0,49.11,15.66,18.754,47.21,67.122,74.0,55.0
5,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.342,7.507,63.077,18.66,28.072,49.029,57.451,68.0,32.0
5,Accountable resilient infrastructure,public_broadband_hub,digital,77.032,0.0,57.331,37.66,23.832,48.793,61.934,80.0,40.0
5,Accountable resilient infrastructure,hospital_access_corridor,transport,62.823,2.788,68.887,10.66,26.71,49.856,58.658,86.0,28.0
6,Accountable resilient infrastructure,bridge_north,transport,64.427,3.327,58.414,9.66,23.241,47.505,60.135,62.0,35.0
6,Accountable resilient infrastructure,water_main_east,water,58.888,8.935,67.746,12.66,29.892,50.353,56.292,82.0,25.0
6,Accountable resilient infrastructure,substation_7,power,70.573,1.162,63.657,28.66,25.785,48.616,61.391,70.0,42.0
6,Accountable resilient infrastructure,transit_signal_core,transport,72.56,0.0,52.626,31.66,21.585,46.858,62.71,58.0,48.0
6,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.87,10.975,67.774,17.66,31.523,50.356,55.302,76.0,30.0
6,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.015,1.728,64.413,21.66,25.661,49.736,60.669,88.0,38.0
6,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.644,0.0,49.11,15.66,18.754,47.21,67.109,74.0,55.0
6,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.41,7.481,63.077,18.66,28.057,49.026,57.47,68.0,32.0
6,Accountable resilient infrastructure,public_broadband_hub,digital,77.238,0.0,57.331,37.66,23.832,48.793,61.98,80.0,40.0
6,Accountable resilient infrastructure,hospital_access_corridor,transport,62.986,2.726,68.887,10.66,26.676,49.848,58.703,86.0,28.0
7,Accountable resilient infrastructure,bridge_north,transport,64.497,3.301,58.414,9.66,23.226,47.501,60.155,62.0,35.0
7,Accountable resilient infrastructure,water_main_east,water,59.035,8.879,67.746,12.66,29.861,50.346,56.332,82.0,25.0
7,Accountable resilient infrastructure,substation_7,power,70.667,1.126,63.657,28.66,25.765,48.612,61.416,70.0,42.0
7,Accountable resilient infrastructure,transit_signal_core,transport,72.653,0.0,52.626,31.66,21.585,46.858,62.731,58.0,48.0
7,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.849,10.983,67.774,17.66,31.528,50.357,55.296,76.0,30.0
7,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.018,1.727,64.413,21.66,25.66,49.736,60.669,88.0,38.0
7,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.585,0.0,49.11,15.66,18.754,47.21,67.096,74.0,55.0
7,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.478,7.455,63.077,18.66,28.043,49.023,57.489,68.0,32.0
7,Accountable resilient infrastructure,public_broadband_hub,digital,77.444,0.0,57.331,37.66,23.832,48.793,62.025,80.0,40.0
7,Accountable resilient infrastructure,hospital_access_corridor,transport,63.149,2.664,68.887,10.66,26.642,49.84,58.747,86.0,28.0
8,Accountable resilient infrastructure,bridge_north,transport,64.568,3.274,58.414,9.66,23.211,47.498,60.174,62.0,35.0
8,Accountable resilient infrastructure,water_main_east,water,59.182,8.824,67.746,12.66,29.83,50.338,56.372,82.0,25.0
8,Accountable resilient infrastructure,substation_7,power,70.762,1.09,63.657,28.66,25.745,48.607,61.442,70.0,42.0
8,Accountable resilient infrastructure,transit_signal_core,transport,72.747,0.0,52.626,31.66,21.585,46.858,62.751,58.0,48.0
8,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.828,10.991,67.774,17.66,31.532,50.358,55.291,76.0,30.0
8,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.02,1.726,64.413,21.66,25.66,49.736,60.67,88.0,38.0
8,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.525,0.0,49.11,15.66,18.754,47.21,67.083,74.0,55.0
8,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.545,7.43,63.077,18.66,28.029,49.019,57.507,68.0,32.0
8,Accountable resilient infrastructure,public_broadband_hub,digital,77.651,0.0,57.331,37.66,23.832,48.793,62.07,80.0,40.0
8,Accountable resilient infrastructure,hospital_access_corridor,transport,63.312,2.602,68.887,10.66,26.608,49.832,58.792,86.0,28.0
9,Accountable resilient infrastructure,bridge_north,transport,64.638,3.247,58.414,9.66,23.197,47.494,60.193,62.0,35.0
9,Accountable resilient infrastructure,water_main_east,water,59.328,8.768,67.746,12.66,29.8,50.331,56.412,82.0,25.0
9,Accountable resilient infrastructure,substation_7,power,70.856,1.054,63.657,28.66,25.726,48.602,61.468,70.0,42.0
9,Accountable resilient infrastructure,transit_signal_core,transport,72.84,0.0,52.626,31.66,21.585,46.858,62.772,58.0,48.0
9,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.806,10.999,67.774,17.66,31.537,50.359,55.285,76.0,30.0
9,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.023,1.725,64.413,21.66,25.659,49.735,60.671,88.0,38.0
9,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.466,0.0,49.11,15.66,18.754,47.21,67.07,74.0,55.0
9,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.613,7.404,63.077,18.66,28.015,49.016,57.525,68.0,32.0
9,Accountable resilient infrastructure,public_broadband_hub,digital,77.857,0.0,57.331,37.66,23.832,48.793,62.116,80.0,40.0
9,Accountable resilient infrastructure,hospital_access_corridor,transport,63.474,2.541,68.887,10.66,26.574,49.824,58.836,86.0,28.0
10,Accountable resilient infrastructure,bridge_north,transport,64.708,3.22,58.414,9.66,23.182,47.491,60.212,62.0,35.0
10,Accountable resilient infrastructure,water_main_east,water,59.474,8.713,67.746,12.66,29.769,50.324,56.452,82.0,25.0
10,Accountable resilient infrastructure,substation_7,power,70.95,1.018,63.657,28.66,25.706,48.598,61.494,70.0,42.0
10,Accountable resilient infrastructure,transit_signal_core,transport,72.933,0.0,52.626,31.66,21.585,46.858,62.793,58.0,48.0
10,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.785,11.007,67.774,17.66,31.541,50.36,55.279,76.0,30.0
10,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.025,1.724,64.413,21.66,25.659,49.735,60.671,88.0,38.0
10,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.407,0.0,49.11,15.66,18.754,47.21,67.057,74.0,55.0
10,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.68,7.378,63.077,18.66,28.001,49.013,57.544,68.0,32.0
10,Accountable resilient infrastructure,public_broadband_hub,digital,78.063,0.0,57.331,37.66,23.832,48.793,62.161,80.0,40.0
10,Accountable resilient infrastructure,hospital_access_corridor,transport,63.636,2.479,68.887,10.66,26.54,49.816,58.88,86.0,28.0
11,Accountable resilient infrastructure,bridge_north,transport,64.778,3.194,58.414,9.66,23.167,47.487,60.231,62.0,35.0
11,Accountable resilient infrastructure,water_main_east,water,59.62,8.657,67.746,12.66,29.739,50.317,56.492,82.0,25.0
11,Accountable resilient infrastructure,substation_7,power,71.044,0.982,63.657,28.66,25.686,48.593,61.519,70.0,42.0
11,Accountable resilient infrastructure,transit_signal_core,transport,73.027,0.0,52.626,31.66,21.585,46.858,62.813,58.0,48.0
11,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.764,11.015,67.774,17.66,31.546,50.361,55.273,76.0,30.0
11,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.028,1.723,64.413,21.66,25.658,49.735,60.672,88.0,38.0
11,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.348,0.0,49.11,15.66,18.754,47.21,67.044,74.0,55.0
11,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.747,7.353,63.077,18.66,27.987,49.009,57.562,68.0,32.0
11,Accountable resilient infrastructure,public_broadband_hub,digital,78.27,0.0,57.331,37.66,23.832,48.793,62.207,80.0,40.0
11,Accountable resilient infrastructure,hospital_access_corridor,transport,63.798,2.418,68.887,10.66,26.506,49.808,58.924,86.0,28.0
12,Accountable resilient infrastructure,bridge_north,transport,64.848,3.167,58.414,9.66,23.153,47.484,60.25,62.0,35.0
12,Accountable resilient infrastructure,water_main_east,water,59.765,8.602,67.746,12.66,29.708,50.31,56.531,82.0,25.0
12,Accountable resilient infrastructure,substation_7,power,71.138,0.947,63.657,28.66,25.667,48.588,61.545,70.0,42.0
12,Accountable resilient infrastructure,transit_signal_core,transport,73.12,0.0,52.626,31.66,21.585,46.858,62.834,58.0,48.0
12,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.742,11.023,67.774,17.66,31.55,50.362,55.267,76.0,30.0
12,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.03,1.722,64.413,21.66,25.658,49.735,60.673,88.0,38.0
12,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.288,0.0,49.11,15.66,18.754,47.21,67.031,74.0,55.0
12,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.814,7.327,63.077,18.66,27.973,49.006,57.58,68.0,32.0
12,Accountable resilient infrastructure,public_broadband_hub,digital,78.476,0.0,57.331,37.66,23.832,48.793,62.252,80.0,40.0
12,Accountable resilient infrastructure,hospital_access_corridor,transport,63.959,2.356,68.887,10.66,26.472,49.8,58.968,86.0,28.0
13,Accountable resilient infrastructure,bridge_north,transport,64.918,3.141,58.414,9.66,23.138,47.48,60.269,62.0,35.0
13,Accountable resilient infrastructure,water_main_east,water,59.91,8.547,67.746,12.66,29.678,50.302,56.571,82.0,25.0
13,Accountable resilient infrastructure,substation_7,power,71.231,0.911,63.657,28.66,25.647,48.584,61.57,70.0,42.0
13,Accountable resilient infrastructure,transit_signal_core,transport,73.213,0.0,52.626,31.66,21.585,46.858,62.854,58.0,48.0
13,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.721,11.031,67.774,17.66,31.554,50.363,55.261,76.0,30.0
13,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.033,1.721,64.413,21.66,25.657,49.735,60.673,88.0,38.0
13,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.229,0.0,49.11,15.66,18.754,47.21,67.018,74.0,55.0
13,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.881,7.302,63.077,18.66,27.959,49.003,57.599,68.0,32.0
13,Accountable resilient infrastructure,public_broadband_hub,digital,78.682,0.0,57.331,37.66,23.832,48.793,62.297,80.0,40.0
13,Accountable resilient infrastructure,hospital_access_corridor,transport,64.12,2.295,68.887,10.66,26.439,49.792,59.012,86.0,28.0
14,Accountable resilient infrastructure,bridge_north,transport,64.987,3.114,58.414,9.66,23.124,47.477,60.288,62.0,35.0
14,Accountable resilient infrastructure,water_main_east,water,60.055,8.492,67.746,12.66,29.648,50.295,56.61,82.0,25.0
14,Accountable resilient infrastructure,substation_7,power,71.324,0.876,63.657,28.66,25.628,48.579,61.596,70.0,42.0
14,Accountable resilient infrastructure,transit_signal_core,transport,73.307,0.0,52.626,31.66,21.585,46.858,62.875,58.0,48.0
14,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.7,11.04,67.774,17.66,31.559,50.364,55.256,76.0,30.0
14,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.035,1.72,64.413,21.66,25.657,49.735,60.674,88.0,38.0
14,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.17,0.0,49.11,15.66,18.754,47.21,67.005,74.0,55.0
14,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.948,7.277,63.077,18.66,27.945,48.999,57.617,68.0,32.0
14,Accountable resilient infrastructure,public_broadband_hub,digital,78.889,0.0,57.331,37.66,23.832,48.793,62.343,80.0,40.0
14,Accountable resilient infrastructure,hospital_access_corridor,transport,64.281,2.234,68.887,10.66,26.405,49.784,59.056,86.0,28.0
15,Accountable resilient infrastructure,bridge_north,transport,65.056,3.088,58.414,9.66,23.109,47.473,60.307,62.0,35.0
15,Accountable resilient infrastructure,water_main_east,water,60.199,8.437,67.746,12.66,29.618,50.288,56.65,82.0,25.0
15,Accountable resilient infrastructure,substation_7,power,71.417,0.841,63.657,28.66,25.608,48.575,61.621,70.0,42.0
15,Accountable resilient infrastructure,transit_signal_core,transport,73.4,0.0,52.626,31.66,21.585,46.858,62.895,58.0,48.0
15,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.679,11.048,67.774,17.66,31.563,50.365,55.25,76.0,30.0
15,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.038,1.719,64.413,21.66,25.656,49.735,60.675,88.0,38.0
15,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.11,0.0,49.11,15.66,18.754,47.21,66.991,74.0,55.0
15,Accountable resilient infrastructure,wastewater_lift_station,wastewater,61.014,7.251,63.077,18.66,27.931,48.996,57.635,68.0,32.0
15,Accountable resilient infrastructure,public_broadband_hub,digital,79.095,0.0,57.331,37.66,23.832,48.793,62.388,80.0,40.0
15,Accountable resilient infrastructure,hospital_access_corridor,transport,64.441,2.173,68.887,10.66,26.372,49.776,59.1,86.0,28.0
16,Accountable resilient infrastructure,bridge_north,transport,65.126,3.062,58.414,9.66,23.095,47.47,60.326,62.0,35.0
16,Accountable resilient infrastructure,water_main_east,water,60.343,8.382,67.746,12.66,29.588,50.281,56.689,82.0,25.0
16,Accountable resilient infrastructure,substation_7,power,71.51,0.805,63.657,28.66,25.589,48.57,61.647,70.0,42.0
16,Accountable resilient infrastructure,transit_signal_core,transport,73.493,0.0,52.626,31.66,21.585,46.858,62.916,58.0,48.0
16,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.658,11.055,67.774,17.66,31.568,50.366,55.244,76.0,30.0
16,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.04,1.718,64.413,21.66,25.656,49.735,60.675,88.0,38.0
16,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.051,0.0,49.11,15.66,18.754,47.21,66.978,74.0,55.0
16,Accountable resilient infrastructure,wastewater_lift_station,wastewater,61.081,7.226,63.077,18.66,27.917,48.993,57.653,68.0,32.0
16,Accountable resilient infrastructure,public_broadband_hub,digital,79.301,0.0,57.331,37.66,23.832,48.793,62.433,80.0,40.0
16,Accountable resilient infrastructure,hospital_access_corridor,transport,64.601,2.112,68.887,10.66,26.338,49.768,59.144,86.0,28.0
17,Accountable resilient infrastructure,bridge_north,transport,65.195,3.036,58.414,9.66,23.08,47.467,60.345,62.0,35.0
17,Accountable resilient infrastructure,water_main_east,water,60.487,8.328,67.746,12.66,29.558,50.274,56.728,82.0,25.0
17,Accountable resilient infrastructure,substation_7,power,71.603,0.77,63.657,28.66,25.569,48.566,61.672,70.0,42.0
17,Accountable resilient infrastructure,transit_signal_core,transport,73.587,0.0,52.626,31.66,21.585,46.858,62.936,58.0,48.0
17,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.637,11.063,67.774,17.66,31.572,50.367,55.238,76.0,30.0
17,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.043,1.717,64.413,21.66,25.655,49.734,60.676,88.0,38.0
17,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,80.992,0.0,49.11,15.66,18.754,47.21,66.965,74.0,55.0
17,Accountable resilient infrastructure,wastewater_lift_station,wastewater,61.147,7.201,63.077,18.66,27.903,48.99,57.671,68.0,32.0
17,Accountable resilient infrastructure,public_broadband_hub,digital,79.508,0.0,57.331,37.66,23.832,48.793,62.479,80.0,40.0
17,Accountable resilient infrastructure,hospital_access_corridor,transport,64.76,2.052,68.887,10.66,26.305,49.76,59.187,86.0,28.0
18,Accountable resilient infrastructure,bridge_north,transport,65.264,3.009,58.414,9.66,23.066,47.463,60.364,62.0,35.0
18,Accountable resilient infrastructure,water_main_east,water,60.63,8.273,67.746,12.66,29.528,50.267,56.768,82.0,25.0
18,Accountable resilient infrastructure,substation_7,power,71.695,0.735,63.657,28.66,25.55,48.561,61.697,70.0,42.0
18,Accountable resilient infrastructure,transit_signal_core,transport,73.68,0.0,52.626,31.66,21.585,46.858,62.957,58.0,48.0
18,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.616,11.071,67.774,17.66,31.576,50.368,55.233,76.0,30.0
18,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.045,1.717,64.413,21.66,25.655,49.734,60.677,88.0,38.0
18,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,80.932,0.0,49.11,15.66,18.754,47.21,66.952,74.0,55.0
18,Accountable resilient infrastructure,wastewater_lift_station,wastewater,61.213,7.176,63.077,18.66,27.89,48.986,57.689,68.0,32.0
18,Accountable resilient infrastructure,public_broadband_hub,digital,79.714,0.0,57.331,37.66,23.832,48.793,62.524,80.0,40.0
18,Accountable resilient infrastructure,hospital_access_corridor,transport,64.919,1.991,68.887,10.66,26.272,49.753,59.231,86.0,28.0
19,Accountable resilient infrastructure,bridge_north,transport,65.332,2.983,58.414,9.66,23.052,47.46,60.383,62.0,35.0
19,Accountable resilient infrastructure,water_main_east,water,60.773,8.219,67.746,12.66,29.498,50.26,56.807,82.0,25.0
19,Accountable resilient infrastructure,substation_7,power,71.787,0.7,63.657,28.66,25.531,48.556,61.722,70.0,42.0
19,Accountable resilient infrastructure,transit_signal_core,transport,73.773,0.0,52.626,31.66,21.585,46.858,62.977,58.0,48.0
19,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.595,11.079,67.774,17.66,31.581,50.369,55.227,76.0,30.0
19,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.047,1.716,64.413,21.66,25.654,49.734,60.677,88.0,38.0
19,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,80.873,0.0,49.11,15.66,18.754,47.21,66.939,74.0,55.0
19,Accountable resilient infrastructure,wastewater_lift_station,wastewater,61.279,7.151,63.077,18.66,27.876,48.983,57.708,68.0,32.0
19,Accountable resilient infrastructure,public_broadband_hub,digital,79.92,0.0,57.331,37.66,23.832,48.793,62.57,80.0,40.0
19,Accountable resilient infrastructure,hospital_access_corridor,transport,65.078,1.931,68.887,10.66,26.239,49.745,59.274,86.0,28.0
20,Accountable resilient infrastructure,bridge_north,transport,65.401,2.957,58.414,9.66,23.037,47.456,60.401,62.0,35.0
20,Accountable resilient infrastructure,water_main_east,water,60.916,8.165,67.746,12.66,29.468,50.253,56.846,82.0,25.0
20,Accountable resilient infrastructure,substation_7,power,71.879,0.665,63.657,28.66,25.512,48.552,61.748,70.0,42.0
20,Accountable resilient infrastructure,transit_signal_core,transport,73.867,0.0,52.626,31.66,21.585,46.858,62.998,58.0,48.0
20,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.575,11.087,67.774,17.66,31.585,50.37,55.221,76.0,30.0
20,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.05,1.715,64.413,21.66,25.654,49.734,60.678,88.0,38.0
20,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,80.814,0.0,49.11,15.66,18.754,47.21,66.926,74.0,55.0
20,Accountable resilient infrastructure,wastewater_lift_station,wastewater,61.345,7.126,63.077,18.66,27.862,48.98,57.725,68.0,32.0
20,Accountable resilient infrastructure,public_broadband_hub,digital,80.126,0.0,57.331,37.66,23.832,48.793,62.615,80.0,40.0
20,Accountable resilient infrastructure,hospital_access_corridor,transport,65.237,1.871,68.887,10.66,26.205,49.737,59.317,86.0,28.0
